,Molecule ChEMBL ID,Canomial_smiles,pChEMBL Value
636,CHEMBL3360137,CN1C(C)(C)CN(c2cc(F)ccc2CNC(=O)c2nc(C3CCOCC3)n(C)c(=O)c2O)S1(=O)=O,8.22
637,CHEMBL2316135,O=C(NCCCN1CCCC1)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,7.64
638,CHEMBL512021,O=C(Cc1ccccc1)Nc1ccc2c(c1)C(=O)N(O)C(=O)C2,7.0
639,CHEMBL272193,CCOc1cc(N(CC)CC)ccc1/C=C1\C(=O)N(c2nnn[nH]2)N=C1C,7.19
640,CHEMBL254727,CC(C)S(=O)(=O)Nc1ccc2nc(N)[nH]c2c1,5.58
641,CHEMBL398970,COc1ccc(-n2c(Cc3ccccc3)nnc2SCC(=O)NNC(=O)c2ccccc2O)cc1,4.77
642,CHEMBL1761473,CCc1c(C(=O)c2cc(C)cc(C)c2)n(COCc2ccc(F)cc2)c(=O)n(O)c1=O,4.68
643,CHEMBL549816,CC[C@@H](CO)n1cc(C(=O)O)c(=O)c2cc(Cc3cccc(Cl)c3F)ccc21,5.05
644,CHEMBL510036,Cc1cc2c(cc1Cl)SC(C(=O)c1ccc(Cl)cc1)NS2(=O)=O,5.4
645,CHEMBL225669,O=c1[nH]c2ccc(Br)cc2c2ccccc12,4.11
646,CHEMBL391444,CC(=O)Nc1ccc2c(c1)OCCOCCOc1cc(NC(C)=O)ccc1OCCOCCO2,0.0
647,CHEMBL456326,O=C(Cc1ccc(F)cc1)Nc1ccc2c(c1)C(=O)N(O)C(=O)C2,7.7
648,CHEMBL475853,O=C(O)/C(O)=C/C(=O)c1cccc(NC(=O)c2ccccc2O)c1,4.39
649,CHEMBL273128,CC(C)[C@H](CO)n1cc(C(=O)O)c(=O)c2cc(Cc3cccc(Cl)c3F)ccc21,8.09
650,CHEMBL462288,O=C(c1ccc(Cl)c(Cl)c1)C1NS(=O)(=O)c2ccccc2S1,4.82
651,CHEMBL449723,Cc1cc2c(cc1Cl)SC(C(=O)c1ccccc1)=NS2(=O)=O,4.92
652,CHEMBL475819,O=C(/C=C/c1ccc(F)cc1)Nc1cccc(C(=O)/C=C(\O)C(=O)O)c1,4.66
653,CHEMBL270717,O=C(O)c1c[nH]c2ccc(Cc3cccc(Cl)c3F)cc2c1=O,7.36
654,CHEMBL388276,COc1cccc(/C=C/C(=O)c2ccccc2)c1O,5.7
655,CHEMBL206604,CC(C)[C@@H](CO)n1cc(C(=O)O)c(=O)c2cc(Cc3cccc(Cl)c3F)ccc21,5.09
656,CHEMBL237928,C=C(NNC(=O)Cc1ccc(O)cc1)c1ccc(NC(=O)CCC(=O)O)cc1,0.0
657,CHEMBL394197,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1)c1c(C)n[nH]c1O,4.24
658,CHEMBL3360136,Cn1c(C2CCOCC2)nc(C(=O)NCc2ccc(F)cc2N2CCN(C(C)(C)C)S2(=O)=O)c(O)c1=O,7.77
659,CHEMBL398211,O=C(NCc1cccc(F)c1)c1nc(-c2cccs2)nc(O)c1O,7.15
660,CHEMBL1088621,O=C(NCc1nccs1)c1nc(-c2cccs2)nc(O)c1O,6.7
661,CHEMBL272420,COc1ccc(/C=C2\C(=O)N(c3nnn[nH]3)N=C2C)cc1OCc1ccccc1Cl,8.3
662,CHEMBL260960,COc1cccc(NC(=O)c2sc3[nH]c(=O)c(C(=O)O)cc3c2N)c1,7.37
663,CHEMBL406595,Nc1c(C(=O)Nc2ccc(Cl)c(Cl)c2)sc2[nH]c(=O)c(C(=O)O)cc12,8.3
664,CHEMBL458432,Cc1cc(Cl)cc2c1S(=O)(=O)N=C(C(=O)c1ccc3ccccc3c1)S2,5.16
665,CHEMBL458229,Cc1cc2c(cc1Cl)SC(C(=O)c1cccc([N+](=O)[O-])c1)NS2(=O)=O,4.55
666,CHEMBL4126686,Cc1cc(F)ccc1CNC(=O)c1nc2n(c(=O)c1O)CCOC2(C)C,8.7
667,CHEMBL1270109,O=C(O)C1=NN(c2cccc([N+](=O)[O-])c2)C(=O)/C1=C\c1ccc(OCc2ccc(F)cc2)c(O)c1,5.52
668,CHEMBL1270417,NCc1cccc(-c2cccc(-c3cc(=O)n(O)c4ncccc34)c2)c1,5.04
669,CHEMBL209591,O=C(NCc1ccc(F)cc1)c1ccc2cccnc2c1O,7.52
670,CHEMBL35842,O=C(c1cccc(Cc2ccccc2)c1)c1ccc2cccnc2c1O,7.3
671,CHEMBL212320,CN(C)C(=O)Oc1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C2=O,5.62
672,CHEMBL574316,O=C(/C=C(\O)C(=O)O)C(=O)c1cccc(C(=O)c2ccccc2)c1,5.62
673,CHEMBL574315,[N-]=[N+]=NCc1cc(CN=[N+]=[N-])cc(C(=O)/C=C(\O)C(=O)O)c1,6.34
674,CHEMBL438113,COc1cccc(CNC(=O)c2nc(-c3cccs3)nc(O)c2O)c1,7.3
675,CHEMBL2401912,O=C(/C=C(\O)c1cc(Cc2ccc(F)cc2F)cn(Cc2ccccc2F)c1=O)C(=O)N[C@@H]1CCC[C@H]1O,7.32
676,CHEMBL232435,COc1ccccc1CNC(=O)c1nc(-c2cccs2)nc(O)c1O,7.04
677,CHEMBL240974,O=C(Nc1cccc(O)c1)c1cc(C(=O)Nc2cccc(O)c2)cc(N2C(=O)c3ccccc3C2=O)c1,4.0
678,CHEMBL391411,O=C(N/N=C/c1ccc(O)c(O)c1)c1ccccc1O,4.58
679,CHEMBL240329,COc1cccc(C(=O)NNC(=O)c2ccc3ccccc3c2O)c1,4.48
680,CHEMBL239483,Cc1cc(C)cc(OCC(=O)NNC(=O)c2cc3ccccc3oc2=O)c1,4.14
681,CHEMBL239275,CCCC(=O)NC(c1ccc(OC)c(OC)c1)c1cc(Cl)c2cccnc2c1O,4.05
682,CHEMBL241184,CCc1nc2sc3c(c2c2nnc(SCC(=O)NNC(=O)c4ccc(OC)cc4)n12)CCCC3,4.0
683,CHEMBL240512,O=C(CCC(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0.0
684,CHEMBL399560,O=C(CSc1nnc(-c2ccncc2)n1-c1ccc(F)cc1)NNC(=O)c1ccccc1O,4.51
685,CHEMBL250779,O=C(CSc1nnc(Cc2ccccc2)n1C1CCCCC1)NNC(=O)c1ccccc1O,4.77
686,CHEMBL250574,O=C(CSc1nnc(-c2ccccc2)n1Cc1ccccc1)NNC(=O)c1ccccc1O,5.05
687,CHEMBL250367,COc1ccccc1-n1c(SCC(=O)NNC(=O)c2ccccc2O)nnc1-c1ccccc1O,5.22
688,CHEMBL389881,O=C(O)C(=O)CC(=O)c1ccc(N2CCOCC2)cc1,4.64
689,CHEMBL225681,O=C(O)C(=O)CC(=O)c1ccc2ccc3cccc4ccc1c2c34,6.28
690,CHEMBL1269478,O=c1ccc2cccnc2n1O,4.82
691,CHEMBL2316133,O=C(NCCCO)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,7.96
692,CHEMBL272194,CC1=NN(c2nnn[nH]2)C(=O)/C1=C\c1cc(Cl)c(O)c(Cl)c1,7.89
693,CHEMBL237713,C=C(NNC(=O)c1c[nH]c2ccccc12)c1cccc(NC(=O)CCCC(=O)O)c1,4.16
694,CHEMBL4126659,CN(C)S(=O)(=O)c1cc(F)ccc1CNC(=O)c1nc2n(c(=O)c1O)CCCC21CCCC1,8.22
695,CHEMBL2316116,CC(C)(CO)NC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,8.52
696,CHEMBL3238134,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCN(CCCCl)CC3)ccc2c1=O,7.3
697,CHEMBL3238126,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCN(CCCCl)CC3)ccc2c1=O,5.89
698,CHEMBL226258,CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,0.0
699,CHEMBL240548,Cc1nc(SCC(=O)c2ccc(O)c(O)c2)c(C#N)c(CC(C)C)c1C(N)=O,4.07
700,CHEMBL240542,CCOc1cc(Br)cc(/C=N/c2ncccc2O)c1O,4.09
701,CHEMBL241597,O=C(NNC(=O)c1c(O)c2ccccc2[nH]c1=O)c1cccc([N+](=O)[O-])c1,6.0
702,CHEMBL399412,Cn1c(SCC(=O)NNC(=O)c2cccc(O)c2)nc2sc3c(c2c1=O)CCC3,4.0
703,CHEMBL241358,O=C(O)COc1ccccc1/C=N/Nc1nncc(-c2ccccc2)n1,0.0
704,CHEMBL241606,O=C(Nc1ccccc1C(=O)O)c1ccc(C(=O)Nc2ccccc2C(=O)O)cc1,4.5
705,CHEMBL3238123,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCN(C(C)=O)CC3)ccc2c1=O,6.77
706,CHEMBL387894,O=C(O)c1ccc2[nH]c(=O)c3ccccc3c2c1,0.0
707,CHEMBL232025,O=C(Nc1nccs1)c1nc(-c2cccs2)nc(O)c1O,6.7
708,CHEMBL226484,Cc1ccc2cc(C(=O)CC(=O)C(=O)O)ccc2c1,5.52
709,CHEMBL3238122,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCN(CC)CC3)ccc2c1=O,5.62
710,CHEMBL512638,CCCCCC[C@@H](C)C1=C(O)C(=O)[C@@H]2[C@H](O)[C@H](C)C[C@H](O)[C@H]2[C@]1(C)C(=O)/C=C\O,4.7
711,CHEMBL462344,Cc1cc(S(=O)(=O)Nc2nc3cscc3c(=O)n2Cc2ccccc2)c(S)cc1Cl,4.51
712,CHEMBL573873,O=C(O)/C(O)=C/C(=O)c1ccn(Cc2ccccc2)c1,6.26
713,CHEMBL4127923,CC1(C)OCCn2c1nc(C(=O)NCc1ccc(F)cc1N1CCOCC1)c(O)c2=O,8.3
714,CHEMBL4129717,O=C(NCc1ccc(F)cc1)c1nc2n(c(=O)c1O)CCCC21CCCC1,8.52
715,CHEMBL501858,O=C(O)/C(O)=C/C(=O)c1cccc(NC(=O)c2ccc(O)cc2)c1,4.09
716,CHEMBL572471,O=C(O)/C(O)=C/C(=O)C1C=CSC1Cc1ccccc1,6.75
717,CHEMBL492188,COCCNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,8.3
718,CHEMBL563677,CCC[C@@H](CO)n1cc(C(=O)O)c(=O)c2cc(Cc3cccc(Cl)c3F)ccc21,5.09
719,CHEMBL573605,CC(=O)N(C)c1cc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,7.7
720,CHEMBL209440,COc1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C2,7.3
721,CHEMBL4130252,CNC(=O)c1cc(F)ccc1CNC(=O)c1nc2n(c(=O)c1O)CCOC2(C)C,7.96
722,CHEMBL2316136,O=C(NCCCN1CCCC1=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,8.4
723,CHEMBL212921,COc1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C2=O,7.1
724,CHEMBL468656,CCCC[C@@H](C)C1=C(O)C(=O)[C@@H]2C[C@H](C)C[C@H](C(=O)O)[C@H]2[C@]1(C)C(=O)CCO,4.7
725,CHEMBL2316119,Cn1c(=O)c(C(=O)NCC(F)F)c(O)c2ncc(Cc3ccc(F)cc3)cc21,8.3
726,CHEMBL2316138,O=C(NCCCN1CCOCC1)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,8.1
727,CHEMBL240300,O=C(Oc1ccc(/C=N/Nc2nnc3c(n2)[nH]c2ccccc23)cc1)c1ccc(Br)cc1,0.0
728,CHEMBL398969,O=C(CSc1nnc(-c2ccccc2O)n1Cc1ccccc1)NNC(=O)c1ccccc1O,5.05
729,CHEMBL444733,Cc1cc2c(cc1Cl)SC(C(=O)c1ccccc1)NS2(=O)=O,5.3
730,CHEMBL2316114,C[C@H](CO)NC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,8.3
731,CHEMBL241596,O=C(NNC(=O)c1c(O)c2ccccc2[nH]c1=O)c1ccccc1[N+](=O)[O-],4.34
732,CHEMBL240330,CCCn1c(=O)c(C(=O)NNC(=O)CC(=O)OCC)c(O)c2ccccc21,4.32
733,CHEMBL1087940,O=C(Nc1ccc2ccccc2c1)c1nc(-c2cccs2)nc(O)c1O,7.52
734,CHEMBL398558,O=C(CSc1nnnn1-c1ccccc1)NNC(=O)c1ccc(O)cc1O,4.21
735,CHEMBL251172,Cn1c(SCC(=O)NNC(=O)c2ccccc2O)nnc1-c1ccccc1,4.24
736,CHEMBL250975,O=C(CSc1nnc(-c2ccc(Cl)cc2)n1-c1ccccc1)NNC(=O)c1ccccc1O,5.3
737,CHEMBL401049,Oc1ccc(Br)cc1/C=N/Nc1nc2nonc2nc1Nc1ccc(F)cc1,4.96
738,CHEMBL240332,Oc1ccc(Cl)cc1/C=C/c1ccc2cccc(O)c2n1,0.0
739,CHEMBL572902,CC(=O)N1CCN(c2cc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)CC1,7.7
740,CHEMBL210396,CN(C)C(=O)Oc1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C2,6.12
741,CHEMBL211634,O=C1c2c(cc3cccnc3c2O)CN1Cc1ccc(F)cc1,7.16
742,CHEMBL2311585,C[C@H](O)CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,8.52
743,CHEMBL261714,COc1cccc2c(C(=O)/C=C(\O)C(=O)O)cn(Cc3ccc(F)cc3)c12,6.72
744,CHEMBL261541,COc1ccc2c(C(=O)/C=C(\O)C(=O)O)cn(Cc3ccc(F)cc3)c2c1,6.66
745,CHEMBL232630,O=C(NCc1cccc(-c2ccccc2)c1)c1nc(-c2cccs2)nc(O)c1O,7.3
746,CHEMBL1087929,O=C(NCc1cncs1)c1nc(-c2cccs2)nc(O)c1O,5.6
747,CHEMBL4127891,CC1(C)OCCn2c1nc(C(=O)NCc1ccc(F)c(Cl)c1)c(O)c2=O,8.52
748,CHEMBL513386,CCCCCC[C@H]1OC(=O)C2=C1[C@@H](O)[C@@H]1O[C@@H]1[C@@H]2O,4.39
749,CHEMBL522802,CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(C)c1=O,8.4
750,CHEMBL1270317,O=c1cc(-c2cccc(-c3ccccc3)c2)c2cccnc2n1O,5.62
751,CHEMBL2315830,Cn1c(=O)c(C(=O)NCCN2CCNC2=O)c(O)c2ncc(Cc3ccc(F)cc3)cc21,8.3
752,CHEMBL2315829,Cn1c(=O)c(C(=O)NCCN2CCOCC2)c(O)c2ncc(Cc3ccc(F)cc3)cc21,7.89
753,CHEMBL2315828,Cn1c(=O)c(C(=O)NCCCN2CCCC2=O)c(O)c2ncc(Cc3ccc(F)cc3)cc21,7.8
754,CHEMBL4128715,CC1(C)OCCn2c1nc(C(=O)NCc1ccc(F)cc1Cl)c(O)c2=O,8.0
755,CHEMBL4126289,CC1(C)OCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,8.52
756,CHEMBL4128890,CC1(C)OCCn2c1nc(C(=O)NCc1ccc(F)cc1S(C)(=O)=O)c(O)c2=O,8.22
757,CHEMBL565125,CC(C)(C)[C@@H](CO)n1cc(C(=O)O)c(=O)c2cc(Cc3cccc(Cl)c3F)ccc21,5.22
758,CHEMBL474027,Cc1cccc(C(=O)Nc2cccc(C(=O)/C=C(\O)C(=O)O)c2)c1O,4.32
759,CHEMBL232024,O=C(NCc1ccncc1)c1nc(-c2cccs2)nc(O)c1O,4.78
760,CHEMBL1088620,O=C(NCc1cccs1)c1nc(-c2cccs2)nc(O)c1O,7.0
761,CHEMBL457779,Cc1cc2c(cc1Cl)SC(C(=O)c1ccc3ccccc3c1)=NS2(=O)=O,5.52
762,CHEMBL430168,CCOc1ccc(C(=O)C2=C(O)C(=O)N(c3nccs3)C2c2ccc(O)c(OC)c2)cc1,4.52
763,CHEMBL260619,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(OC)ccc12,5.63
764,CHEMBL459878,Cc1cc(S(=O)(=O)Nc2nc3scc(C)c3c(=O)n2N)c(S)cc1Cl,4.09
765,CHEMBL226433,COC(=O)C(=O)CC(=O)c1ccc(-c2ccccc2C(=O)OC)c([N+](=O)[O-])c1,4.57
766,CHEMBL2316128,Cn1c(=O)c(C(=O)NCCCN2CCCC2)c(O)c2ncc(Cc3ccc(F)cc3)cc21,8.22
767,CHEMBL4126840,CN(C)S(=O)(=O)c1c(CNC(=O)c2nc3n(c(=O)c2O)CCOC3(C)C)ccc(F)c1F,8.0
768,CHEMBL234921,C[C@@H](NC(=O)c1nc(-c2cccs2)nc(O)c1O)c1ccc2ccccc2c1,6.21
769,CHEMBL1085426,O=C(NCn1cncn1)c1nc(-c2cccs2)nc(O)c1O,4.3
770,CHEMBL232629,Cc1cccc(CNC(=O)c2nc(-c3cccs3)nc(O)c2O)c1,7.4
771,CHEMBL232444,O=C(NCc1ccc(Cl)cc1)c1nc(-c2cccs2)nc(O)c1O,7.7
772,CHEMBL456482,COc1ccc(C(=O)C2NS(=O)(=O)c3cc(C)c(Cl)cc3S2)cc1,4.77
773,CHEMBL462081,O=C(c1ccc2ccccc2c1)C1NS(=O)(=O)c2ccc(Cl)cc2S1,5.52
774,CHEMBL2316127,C[C@H](CO)CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(C)c1=O,8.4
775,CHEMBL521793,CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,8.22
776,CHEMBL1270611,NCc1ccc(-c2ccc(Cc3cc(=O)n(O)c4ncccc34)cc2)cc1,4.62
777,CHEMBL492770,O=C(O)/C(O)=C/C(=O)c1cccc(OCc2ccccc2)c1,6.46
778,CHEMBL4127663,Cc1cc(CNC(=O)c2nc3n(c(=O)c2O)CCOC3(C)C)ccc1F,8.52
779,CHEMBL572901,CN1CCN(c2cc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)CC1,7.4
780,CHEMBL572472,O=C(O)/C(O)=C/C(=O)c1cccc(Cc2ccc(Cl)cc2)c1,6.12
781,CHEMBL1224053,O=C(NCCCN1CCN(C(=O)/C=C/c2ccc(Cl)cc2)CC1)c1cc(O)c(O)c(O)c1,4.6
782,CHEMBL1224052,Cc1ccc(/C=C/C(=O)N2CCN(CCCNC(=O)c3cc(O)c(O)c(O)c3)CC2)cc1,4.76
783,CHEMBL1224051,O=C(NCCCN1CCN(C(=O)/C=C/c2ccccc2)CC1)c1cc(O)c(O)c(O)c1,4.89
784,CHEMBL1224123,O=C(NCCCN1CCN(C(=O)/C=C/c2ccccc2[N+](=O)[O-])CC1)c1cc(O)c(O)c(O)c1,4.5
785,CHEMBL19977,O=C(O)C(=O)CC(=O)c1cc(OCc2ccccc2)cc(OCc2ccccc2)c1,6.11
786,CHEMBL1224122,O=C(NCCCN1CCN(C(=O)/C=C/c2ccccc2Cl)CC1)c1cc(O)c(O)c(O)c1,4.71
787,CHEMBL1224124,O=C(NCCCN1CCN(C(=O)/C=C/c2cccc(O)c2)CC1)c1cc(O)c(O)c(O)c1,4.81
788,CHEMBL1770428,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2ccc(OCc3ccc(F)cc3)cc2c1=O,7.3
789,CHEMBL1770431,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2ccc(Br)cc2c1=O,7.52
790,CHEMBL1770430,O=C(O)/C=C/c1ccc2c(c1)c(=O)c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(F)cc1,7.52
791,CHEMBL526283,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1c(F)ccc(F)c1F,6.8
792,CHEMBL498202,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1cc(F)c(F)c(F)c1,7.0
793,CHEMBL495952,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1cccc(F)c1F,6.92
794,CHEMBL496565,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccccc2F)c2cccc(OC)c12,6.14
795,CHEMBL495960,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(F)c(F)c1,6.22
796,CHEMBL521569,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(F)c(F)c1F,6.55
797,CHEMBL521567,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cccc(F)c2F)c2cccc(OC)c12,7.92
798,CHEMBL498204,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2c(F)ccc(F)c2F)c2cccc(OC)c12,6.09
799,CHEMBL497605,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccccc1F,7.4
800,CHEMBL523901,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(F)cc1F,7.7
801,CHEMBL525898,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1cccc(F)c1,7.52
802,CHEMBL499475,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1cc(F)ccc1F,7.7
803,CHEMBL495540,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1c(F)cccc1F,7.1
804,CHEMBL496379,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cc(F)ccc2F)c2cccc(OC)c12,6.4
805,CHEMBL496143,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cc(F)cc(F)c2)c2cccc(OC)c12,5.56
806,CHEMBL496346,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)c(F)c2F)c2cccc(OC)c12,5.94
807,CHEMBL496142,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)c(F)c2)c2cccc(OC)c12,5.81
808,CHEMBL495970,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cccc(F)c2)c2cccc(OC)c12,5.65
809,CHEMBL524066,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1cc(F)cc(F)c1,6.62
810,CHEMBL496580,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2F)c2cccc(OC)c12,6.17
811,CHEMBL496380,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2c(F)cccc2F)c2cccc(OC)c12,7.16
812,CHEMBL497394,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cc(F)c(F)c(F)c2)c2cccc(OC)c12,5.85
813,CHEMBL3238133,CN(C)c1ccc2c(=O)c(C(=O)/C=C(\O)C(=O)O)cn(Cc3ccc(F)cc3)c2c1,6.82
814,CHEMBL3238121,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCN(C)CC3)ccc2c1=O,6.22
815,CHEMBL3238129,CCN1CCN(c2ccc3c(=O)c(C(=O)/C=C(\O)C(=O)O)cn(Cc4ccc(F)cc4)c3c2)CC1,6.68
816,CHEMBL3238125,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N(C)C)ccc2c1=O,5.54
817,CHEMBL3238127,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCNCC3)ccc2c1=O,5.7
818,CHEMBL3238132,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCOCC3)ccc2c1=O,7.1
819,CHEMBL3238124,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCOCC3)ccc2c1=O,5.68
820,CHEMBL204751,CCOC(=O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)OCC)cn2Cc1ccc(F)cc1,6.54
821,CHEMBL3238128,CN1CCN(c2ccc3c(=O)c(C(=O)/C=C(\O)C(=O)O)cn(Cc4ccc(F)cc4)c3c2)CC1,7.0
822,CHEMBL3238131,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCSCC3)ccc2c1=O,6.44
823,CHEMBL3238120,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCNCC3)ccc2c1=O,4.62
824,CHEMBL464213,CCCCCn1c(=O)c(C(=O)Nc2cc([N+](=O)[O-])ccc2O)c(O)c2ccccc21,5.05
825,CHEMBL464216,Cn1c(=O)c(C(=O)O)c(O)c2cc(Oc3ccccc3)ccc21,4.85
826,CHEMBL3740792,COc1ccc(C2=Cc3ccc([N+](=O)[O-])cc3C(CC(C)=O)N2c2ccc(C)cc2)cc1,6.22
827,CHEMBL3742037,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)C(C)O)N2c2ccc(F)cc2)cc1,5.1
828,CHEMBL3740456,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)C(C)O)N2c2ccc(C#N)cc2)cc1,4.65
829,CHEMBL3741789,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)C(C)O)N2c2ccc(C)cc2)cc1,4.97
830,CHEMBL3740311,COc1ccc(C2=Cc3ccc([N+](=O)[O-])cc3C(CC(C)=O)N2c2ccc(C#N)cc2)cc1,5.54
831,CHEMBL3739763,COc1ccc(C2=Cc3ccc([N+](=O)[O-])cc3C(CC(C)=O)N2c2ccc(O)cc2)cc1,5.18
832,CHEMBL3742275,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)C(C)O)N2c2ccc(Cl)cc2)cc1,4.93
833,CHEMBL3741987,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)CO)N2c2ccc(C)cc2)cc1,4.82
834,CHEMBL513808,CCOC(=O)c1c(O)c2cc(Cc3ccccc3)ccc2n(C)c1=O,0.0
835,CHEMBL3739597,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)CO)N2c2ccc(Cl)cc2)cc1,4.75
836,CHEMBL3741160,COc1ccc(C2=Cc3ccc(F)cc3C(CC(C)=O)N2c2ccc(O)cc2)cc1,4.92
837,CHEMBL3742287,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)C(C)O)N2c2ccc([N+](=O)[O-])cc2)cc1,5.28
838,CHEMBL3741323,COc1ccc(C2=Cc3ccc([N+](=O)[O-])cc3C(CC(C)=O)N2c2ccc(F)cc2)cc1,6.34
839,CHEMBL3740012,O=[N+]([O-])CC1c2cc([N+](=O)[O-])ccc2C=C(c2ccccc2)N1c1ccc(Cl)cc1,5.51
840,CHEMBL3739466,COc1ccc(C2=Cc3ccc(F)cc3C(C[N+](=O)[O-])N2c2ccc(Cl)cc2)cc1,6.16
841,CHEMBL464629,CCOC(=O)c1c(O)c2cc(Cc3ccc(F)cc3)ccc2n(C)c1=O,0.0
842,CHEMBL197014,CC(C)Cn1c(=O)c(C(=O)Nc2ccccc2S(N)(=O)=O)c(O)c2ccccc21,4.8
843,CHEMBL464215,Cn1c(=O)c(C(=O)O)c(O)c2cc(Cc3ccc(F)cc3)ccc21,6.05
844,CHEMBL464212,Cn1c(=O)c(C(=O)O)c(O)c2cc(Cc3ccccc3)ccc21,5.22
845,CHEMBL2180601,Cc1ccc(S(=O)(=O)Oc2c(C(=O)NCc3ccc(F)cc3)nc(Br)c3cccnc23)cc1,4.51
