,Molecule ChEMBL ID,Canomial_smiles,pChEMBL Value
210,CHEMBL3415843,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)cc1-c1ccccc1,7.66
211,CHEMBL3415846,N/C(=C\C(=O)c1cn(Cc2ccc(F)cc2)cc1-c1ccccc1)C(=O)O,7.37
212,CHEMBL3415836,CCOC(=O)/C(O)=C/C(=O)/C=C/c1cc(C(=O)c2ccc(F)cc2)cn1-c1ccccc1,5.92
213,CHEMBL3415847,O=C(/C=C(\O)C(=O)O)/C=C/c1cc(C(=O)c2ccc(F)cc2)cn1Cc1ccccc1,7.2
214,CHEMBL3415845,O=C(O)/C(O)=C/C(=O)c1ccn(Cc2ccc(F)cc2)c1,7.62
215,CHEMBL3415842,CCOC(=O)/C(O)=C/C(=O)c1cc(-c2ccccc2)cn1Cc1ccc(F)cc1,6.1
216,CHEMBL3415841,CCOC(=O)/C(O)=C/C(=O)c1cccn1Cc1ccc(F)cc1,6.29
217,CHEMBL557770,O=C(O)C(=O)CC(=O)c1ccc(NC(=O)c2ccccc2)s1,5.72
218,CHEMBL3415852,O=C(/C=C(\O)C(=O)O)/C=C/c1cn(Cc2ccc(F)cc2)cc1-c1ccccc1,6.14
219,CHEMBL3415850,O=C(/C=C(\O)C(=O)O)/C=C/c1cc(-c2ccccc2)cn1Cc1ccc(F)cc1,7.18
220,CHEMBL499273,O=C(O)/C(O)=C/C(=O)c1cccn1Cc1ccc(F)cc1,7.24
221,CHEMBL3415835,CCOC(=O)/C(O)=C/C(=O)/C=C/c1cc(C(=O)c2ccc(F)cc2)cn1Cc1ccccc1,5.37
222,CHEMBL1773415,CC1CCN(S(=O)(=O)c2cn(Cc3ccc(F)cc3)c3cnc4c(c23)CCN(O)C4=O)CC1,7.44
223,CHEMBL1773402,CC(C)OCCOCc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,7.77
224,CHEMBL1773404,O=C1c2ncc3c(c(COCc4ccccc4F)cn3Cc3ccc(F)cc3)c2CCN1O,7.8
225,CHEMBL1773401,O=C1c2ncc3c(c(COCC4CCOCC4)cn3Cc3ccc(F)cc3)c2CCN1O,7.85
226,CHEMBL1773321,CN(Cc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O)CC1CC1,7.46
227,CHEMBL1773407,CC(=O)N(C)CCCc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,7.85
228,CHEMBL1773410,O=C1c2ncc3c(c(CCC(F)(F)F)cn3Cc3ccc(F)cc3)c2CCN1O,7.89
229,CHEMBL1773406,O=C1c2ncc3c(c(CCCN4CCOCC4)cn3Cc3ccc(F)cc3)c2CCN1O,7.89
230,CHEMBL1773315,N#Cc1cc(F)ccc1Cn1ccc2c3c(ncc21)C(=O)N(O)CC3,7.3
231,CHEMBL1773314,O=C1c2ncc3c(ccn3Cc3ncc(F)cc3F)c2CCN1O,7.75
232,CHEMBL1773312,O=C1c2ncc3c(ccn3Cc3ccc(F)cc3)c2CCN1O,8.54
233,CHEMBL1773413,CN(C)S(=O)(=O)c1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,7.89
234,CHEMBL1773408,CC(C)(O)CCc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,8.06
235,CHEMBL1773324,O=C1c2ncc3c(c(COCc4ccccn4)cn3Cc3ccc(F)cc3)c2CCN1O,7.96
236,CHEMBL1773322,O=C1c2ncc3c(c(CN4CCC(F)(F)C4)cn3Cc3ccc(F)cc3)c2CCN1O,7.96
237,CHEMBL1773409,O=C1c2ncc3c(c(CCCOC4CCOCC4)cn3Cc3ccc(F)cc3)c2CCN1O,7.85
238,CHEMBL1773411,O=C1c2ncc3c(c(S(=O)(=O)N4CCOCC4)cn3Cc3ccc(F)cc3)c2CCN1O,7.37
239,CHEMBL1773405,O=C(O)CCc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,7.89
240,CHEMBL1773320,COCCN(C)Cc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,7.58
241,CHEMBL1773414,O=C1c2ncc3c(c(S(=O)(=O)N4CCCC4)cn3Cc3ccc(F)cc3)c2CCN1O,7.66
242,CHEMBL1773313,O=C1c2ncc3c(ccn3Cc3ccc(F)cn3)c2CCN1O,7.5
243,CHEMBL1773412,COCCN(C)S(=O)(=O)c1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,7.18
244,CHEMBL1773403,O=C1c2ncc3c(c(COCCCc4ccccn4)cn3Cc3ccc(F)cc3)c2CCN1O,7.85
245,CHEMBL1773323,O=C1c2ncc3c(c(COCCc4ccccn4)cn3Cc3ccc(F)cc3)c2CCN1O,7.92
246,CHEMBL1289313,CN(O)C(=O)c1cc2c(CN3CCC[C@H]3C(N)=O)cn(Cc3ccc(F)cc3)c2cn1,6.25
247,CHEMBL1773319,O=C1c2ncc3c(c(CN4CCCCC4)cn3Cc3ccc(F)cc3)c2CCN1O,7.82
248,CHEMBL1773318,CN(CCO)Cc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,7.82
249,CHEMBL1773317,CN(C)Cc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,7.09
250,CHEMBL1773316,N#Cc1c(Cn2ccc3c4c(ncc32)C(=O)N(O)CC4)ccc(F)c1Cl,7.77
251,CHEMBL3741857,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)C(C)O)N2c2ccc(O)cc2)cc1,4.6
252,CHEMBL3739984,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)CO)N2c2ccc(C#N)cc2)cc1,5.12
253,CHEMBL3739970,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)CO)N2c2ccc([N+](=O)[O-])cc2)cc1,6.09
254,CHEMBL3741049,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)CO)N2c2ccc(O)cc2)cc1,4.66
255,CHEMBL2403118,C[C@@H]1CCN2C(=O)c3c(O)c(=O)c(C(=O)NCc4ccc(F)cc4)cn3C[C@@H]2O1,8.3
256,CHEMBL3233908,COc1ccc2c(c1)c(C(=O)/C=C(\O)C(=O)O)cn2Cc1c(C)cc(C)cc1C,6.38
257,CHEMBL3233898,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccc(C(F)(F)F)cc2)c2ccc(F)cc12,5.81
258,CHEMBL3233907,COc1ccc2c(c1)c(C(=O)/C=C(\O)C(=O)O)cn2Cc1cc(C)cc(C)c1,5.96
259,CHEMBL3233902,Cc1cc(C)c(Cn2cc(C(=O)/C=C(\O)C(=O)O)c3cc(F)ccc32)c(C)c1,5.6
260,CHEMBL1257823,O=c1c(O)c(-c2nnc(Cc3ccc(F)cc3)s2)nc2ccc(N3CCOCC3)cn12,6.65
261,CHEMBL1257699,O=c1c(O)c(-c2nnc(Cc3ccc(F)cc3)o2)nc2ccc(N3CCOCC3)cn12,6.51
262,CHEMBL1222998,O=c1c(O)c(-c2ncc(Cc3ccc(F)cc3)s2)nc2ccc(N3CCOCC3)cn12,7.7
263,CHEMBL1258049,O=c1c(O)c(-c2ncc(Cc3ccc(F)cc3)o2)nc2ccc(N3CCOCC3)cn12,7.23
264,CHEMBL1257580,O=C(NCc1ccc(F)cc1)c1nc2ccc(N3CCOCC3)cn2c(=O)c1O,6.11
265,CHEMBL1257700,O=c1c(O)c(-c2noc(Cc3ccc(F)cc3)n2)nc2ccc(N3CCOCC3)cn12,6.35
266,CHEMBL1258050,O=c1c(O)c(-c2ncc(Cc3ccc(F)cc3)[nH]2)nc2ccc(N3CCOCC3)cn12,7.35
267,CHEMBL18276,COC(=O)c1ccc2c(O)c(O)ccc2c1,4.28
268,CHEMBL278950,O=C(O)c1ccc2cc(O)ccc2c1,0.0
269,CHEMBL18630,O=C(O)c1ccc2cc(O)c(O)cc2c1,5.33
270,CHEMBL18550,O=C(O)c1ccc2c(O)c(O)ccc2c1,4.21
271,CHEMBL3125970,O=C(NCc1ccc(F)c(Cl)c1)c1c(O)c2cccnc2n(O)c1=O,7.57
272,CHEMBL3125976,O=C(NCc1ccc(F)c(Cl)c1)c1cc2cccc(O)c2n(O)c1=O,6.28
273,CHEMBL3125978,O=C(NCc1ccc(F)cc1F)c1cc2cccc(O)c2n(O)c1=O,4.75
274,CHEMBL3125973,O=C(NCc1ccc(F)c(Cl)c1)c1c(O)c2cccnc2[nH]c1=O,5.11
275,CHEMBL3125979,O=C(NCc1ccc(F)c(Cl)c1)c1cc2cccnc2n(O)c1=O,7.85
276,CHEMBL3125981,O=C(NCc1ccc(F)cc1F)c1cc2cccnc2n(O)c1=O,7.39
277,CHEMBL3125980,O=C(NCc1ccc(F)c(F)c1)c1cc2cccnc2n(O)c1=O,7.77
278,CHEMBL3125977,O=C(NCc1ccc(F)c(F)c1)c1cc2cccc(O)c2n(O)c1=O,6.11
279,CHEMBL3125975,O=C(NCc1ccc(F)cc1F)c1c(O)c2cccnc2[nH]c1=O,5.15
280,CHEMBL3125971,O=C(NCc1ccc(F)c(F)c1)c1c(O)c2cccnc2n(O)c1=O,7.4
281,CHEMBL3125968,O=C(NCc1ccc(F)cc1F)c1cc2ccccc2n(O)c1=O,4.71
282,CHEMBL3125972,O=C(NCc1ccc(F)cc1F)c1c(O)c2cccnc2n(O)c1=O,7.26
283,CHEMBL3125974,O=C(NCc1ccc(F)c(F)c1)c1c(O)c2cccnc2[nH]c1=O,5.09
284,CHEMBL459381,COc1c2c(c(O)c3ncc(Cc4ccc(F)cc4)cc13)C(=O)N(Cc1ccc(F)cc1)C2,6.22
285,CHEMBL517854,CN1Cc2c(c(O)c3ncc(Cc4ccc(F)c(Cl)c4)cc3c2N(C)S(C)(=O)=O)C1=O,6.58
286,CHEMBL461259,COc1c2c(c(O)c3ncc(Cc4ccc(F)cc4)cc13)C(=O)NC2,7.85
287,CHEMBL460632,COc1c2c(c(O)c3ncc(Cc4ccc(F)cc4)cc13)C(=O)N(C)C2,7.0
288,CHEMBL459382,CN1Cc2c(c(O)c3ncc(Cc4ccc(F)cc4)cc3c2N(C)S(C)(=O)=O)C1=O,7.1
289,CHEMBL1258046,O=C(NCc1cc(Cl)cc(Cl)c1)c1nc2c(N3CCCS3(=O)=O)cc(N3CCOCC3)cn2c(=O)c1O,6.89
290,CHEMBL1257697,O=C(NCc1ccc(F)cc1)c1nc2c(OCc3ccc(F)cc3)cc(N3CCOCC3)cn2c(=O)c1O,6.56
291,CHEMBL1258162,CC(=O)N1CCN(c2cc(Br)c3nc(C(=O)NCc4ccc(F)cc4)c(O)c(=O)n3c2)CC1,6.96
292,CHEMBL1257819,O=C(NCc1ccc(F)cc1)c1nc2c(I)cc(N3CCOCC3)cn2c(=O)c1O,7.07
293,CHEMBL1258045,O=C(NCc1ccc(F)cc1)c1nc2c(N3CCCS3(=O)=O)cc(N3CCOCC3)cn2c(=O)c1O,6.71
294,CHEMBL3397846,COc1c(C(=O)N2CCN(CCCNC(=O)c3cc(O)c(O)c(O)c3)CC2)nc(Cc2ccc(F)cc2)n(C)c1=O,4.72
295,CHEMBL3397847,COc1c(C(=O)N2CCN(CCCNC(=O)c3cc(O)c(O)c(O)c3)CC2)nc(Cc2ccc(C)cc2)n(C)c1=O,5.46
296,CHEMBL3397845,COc1c(C(=O)N2CCN(CCCNC(=O)c3cc(O)c(O)c(O)c3)CC2)nc(Cc2ccc(Cl)cc2)n(C)c1=O,5.62
297,CHEMBL3397848,COc1c(C(=O)N2CCN(CCCNC(=O)c3cc(O)c(O)c(O)c3)CC2)nc(Cc2ccc(Cl)c(Cl)c2)n(C)c1=O,4.65
298,CHEMBL3397850,COc1c(C(=O)N2CCN(CCNC(=O)c3cc(O)c(O)c(O)c3)CC2)nc(Cc2ccc(F)cc2)n(C)c1=O,5.6
299,CHEMBL3397849,COc1c(C(=O)N2CCN(CCNC(=O)c3cc(O)c(O)c(O)c3)CC2)nc(Cc2ccccc2)n(C)c1=O,4.73
300,CHEMBL3397844,COc1c(C(=O)N2CCN(CCCNC(=O)c3cc(O)c(O)c(O)c3)CC2)nc(Cc2ccccc2)n(C)c1=O,6.05
301,CHEMBL549995,CC(=O)Oc1cc(C(=O)Nc2ccc(S(=O)(=O)Nc3ccccc3C)cc2)cc(OC(C)=O)c1OC(C)=O,5.8
302,CHEMBL560002,CC(=O)Oc1cc(C(=O)Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2)cc(OC(C)=O)c1OC(C)=O,5.8
303,CHEMBL1257696,O=C(NCc1ccc(F)cc1)c1nc2c(OCC3CC3)cc(N3CCOCC3)cn2c(=O)c1O,6.37
304,CHEMBL522653,CCN(C(=O)C(=O)N1CCOCC1)c1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,7.6
305,CHEMBL1257223,O=C(NCc1ccc(F)cc1)c1nc2sc(N3CCOCC3)cn2c(=O)c1O,5.95
306,CHEMBL1257575,COc1cc(N2CCOCC2)cn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,6.77
307,CHEMBL1258720,Cn1c2ccccc2n2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,4.69
308,CHEMBL1257345,Cc1cc2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2o1,5.29
309,CHEMBL1258501,O=C(NCc1ccc(F)cc1)c1nc2ccc(Br)cn2c(=O)c1O,6.35
310,CHEMBL499184,O=C(NCc1ccc(F)cc1)c1nc2ccccn2c(=O)c1O,6.23
311,CHEMBL1257936,O=C(NCc1ccc(F)cc1)c1nc2c(Cl)cc(N3CCOCC3)cn2c(=O)c1O,6.87
312,CHEMBL1258612,Cn1ccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,7.12
313,CHEMBL1258956,Cn1c2ccccc2c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n21,6.2
314,CHEMBL1257576,CC(C)Oc1cc(N2CCOCC2)cn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,6.61
315,CHEMBL1258840,N#Cc1c[nH]n2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,4.87
316,CHEMBL1257818,O=C(NCc1ccc(F)cc1)c1nc2c(N3CCOCC3)cc(N3CCOCC3)cn2c(=O)c1O,6.12
317,CHEMBL1257935,O=C(NCc1ccc(F)cc1)c1nc2c(Br)cc(N3CCOCC3)cn2c(=O)c1O,6.89
318,CHEMBL1258957,O=C(NCc1ccc(F)cc1)c1nc2sccn2c(=O)c1O,4.48
319,CHEMBL1258958,Cc1cn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc2s1,5.37
320,CHEMBL211275,CCOC(=O)c1cccc(-c2c3c(c(O)c4ncccc24)C(=O)N(Cc2ccc(F)cc2)C3)c1,5.68
321,CHEMBL549713,O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1cc(O)c(O)c(O)c1,5.82
322,CHEMBL559410,O=C(/C=C/c1ccc(O)c(O)c1)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,4.92
323,CHEMBL562335,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(Cl)c(Cl)c2)cc1)c1cc(O)c(O)c(O)c1,5.77
324,CHEMBL562196,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(F)c(F)c2)cc1)c1cc(O)c(O)c(O)c1,5.82
325,CHEMBL556071,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1)c1cc(O)c(O)c(O)c1,6.05
326,CHEMBL557865,NS(=O)(=O)c1ccc(NC(=O)c2cc(O)c(O)c(O)c2)cc1,5.7
327,CHEMBL562273,O=C(Nc1ccc(S(=O)(=O)NCc2ccc(Cl)cc2)cc1)c1cc(O)c(O)c(O)c1,5.7
328,CHEMBL557046,CCOc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3cc(O)c(O)c(O)c3)cc2)cc1,5.89
329,CHEMBL562871,COc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3cc(O)c(O)c(O)c3)cc2)cc1,5.35
330,CHEMBL549299,O=C(Nc1ccc(S(=O)(=O)Nc2cccc(Br)c2)cc1)c1cc(O)c(O)c(O)c1,6.16
331,CHEMBL559409,O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1ccc(O)c(O)c1,4.3
332,CHEMBL552413,O=C(Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1)c1cc(O)c(O)c(O)c1,5.52
333,CHEMBL556642,CCCCc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3cc(O)c(O)c(O)c3)cc2)cc1,5.6
334,CHEMBL561593,O=C(Nc1ccc(S(=O)(=O)NCc2ccc(F)cc2)cc1)c1cc(O)c(O)c(O)c1,5.7
335,CHEMBL549298,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(Br)cc2)cc1)c1cc(O)c(O)c(O)c1,6.16
336,CHEMBL559681,Cc1ccccc1NS(=O)(=O)c1ccc(NC(=O)c2cc(O)c(O)c(O)c2)cc1,5.7
337,CHEMBL564228,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1)c1cc(O)c(O)c(O)c1,5.7
338,CHEMBL4127873,O=C(NCc1ccc(F)cc1N1CCCCS1(=O)=O)c1nc2n(c(=O)c1O)CCCC21CCCC1,8.3
339,CHEMBL557319,Cc1cc(C)cc(NS(=O)(=O)c2ccc(NC(=O)c3cc(O)c(O)c(O)c3)cc2)c1,5.6
340,CHEMBL551736,Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3cc(O)c(O)c(O)c3)cc2)cc1C,5.1
341,CHEMBL558132,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(F)c(F)c2F)cc1)c1cc(O)c(O)c(O)c1,5.52
342,CHEMBL429082,O=C(C1=C(O)C(=O)N(c2nc3ccccc3s2)C1c1ccccn1)c1ccc(Cl)cc1,4.08
343,CHEMBL497505,CN(C)CCn1cc(C(=O)O)c(=O)c2cc(Cc3ccc(Cl)cc3Cl)ccc21,4.62
344,CHEMBL458280,O=C(O)c1cn(CCCO)c2ccc(Cc3ccc(Cl)cc3Cl)cc2c1=O,5.89
345,CHEMBL511508,O=C(O)c1cn(CCO)c2ccc(Sc3ccccc3)cc2c1=O,4.73
346,CHEMBL498504,CCn1cc(C(=O)O)c(=O)c2c1C(=O)C=CC2=O,4.23
347,CHEMBL526642,COCCn1cc(C(=O)O)c(=O)c2cc(Cc3ccc(Cl)cc3Cl)ccc21,4.78
348,CHEMBL497661,CCn1cc(C(=O)O)c(=O)c2c1C(=O)C=C(Sc1ccccc1)C2=O,5.8
349,CHEMBL497490,CCn1cc(C(=O)O)c(=O)c2c1C(=O)C=C(Nc1ccc(F)c(Cl)c1)C2=O,5.68
350,CHEMBL458279,O=C(O)c1cn(CCO)c2ccc(Cc3ccc(Cl)cc3Cl)cc2c1=O,6.7
351,CHEMBL522229,O=C(O)c1cn(CCCCO)c2ccc(Cc3ccc(Cl)cc3Cl)cc2c1=O,6.22
352,CHEMBL240513,CNc1nc(N/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3OC)o2)nc(Nc2ccccc2)n1,4.43
353,CHEMBL524273,O=C(O)/C=C/c1ccc(O)c(O)c1/C(=C/c1ccc(O)c(O)c1)C(=O)O,6.14
354,CHEMBL456476,Cc1cc(Cl)cc2c1S(=O)(=O)N=C(C(=O)c1ccc(Cl)c(Cl)c1)S2,4.6
355,CHEMBL252905,N=C(N)c1ccc2cc(C#Cc3cccc(OCc4ccccc4)c3)ccc2c1,5.68
356,CHEMBL1214534,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2c(F)cccc2Cl)c2cccc(OC)c12,5.92
357,CHEMBL1214535,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cccc(Cl)c2F)c2cccc(OC)c12,6.13
358,CHEMBL1214536,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)c(Cl)c2)c2cccc(OC)c12,7.16
359,CHEMBL1214480,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cccc(F)c2Cl)c2cccc(OC)c12,5.04
360,CHEMBL1213789,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(F)c(Cl)c1,6.92
361,CHEMBL1213726,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(F)cc1Cl,7.22
362,CHEMBL561619,O=C(O)c1cn([C@H](CO)C2CCCCC2)c2ccc(Cc3cccc(Cl)c3F)cc2c1=O,5.25
363,CHEMBL1213850,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(Cl)c(F)c1,5.34
364,CHEMBL1214586,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(Cl)c(F)c2)c2cccc(OC)c12,4.69
365,CHEMBL1214585,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(Cl)cc2F)c2cccc(OC)c12,5.48
366,CHEMBL1213723,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1cccc(Cl)c1,7.52
367,CHEMBL241185,CCc1cccc2c(SCC(=O)NNC(=O)c3ccccc3[N+](=O)[O-])nc(-c3ccc(F)cc3)nc12,4.0
368,CHEMBL1213727,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1cc(F)ccc1Cl,6.57
369,CHEMBL1214479,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(Cl)cc2)c2cccc(OC)c12,5.08
370,CHEMBL1213788,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1cccc(Cl)c1F,7.52
371,CHEMBL1213787,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1c(F)cccc1Cl,6.89
372,CHEMBL1214478,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cccc(Cl)c2)c2cccc(OC)c12,5.54
373,CHEMBL1214584,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cc(Cl)ccc2F)c2cccc(OC)c12,6.05
374,CHEMBL1213790,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1cc(F)cc(Cl)c1,6.6
375,CHEMBL1213791,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1cc(Cl)ccc1F,7.05
376,CHEMBL1214583,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cc(F)cc(Cl)c2)c2cccc(OC)c12,5.5
377,CHEMBL1214587,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccccc1Cl,6.28
378,CHEMBL1213724,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(Cl)cc1,6.23
379,CHEMBL1214481,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2Cl)c2cccc(OC)c12,5.59
380,CHEMBL1214533,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cc(F)ccc2Cl)c2cccc(OC)c12,5.53
381,CHEMBL1213725,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1cccc(F)c1Cl,4.89
382,CHEMBL1213849,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(Cl)cc1F,5.26
383,CHEMBL1214417,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccccc2Cl)c2cccc(OC)c12,6.14
384,CHEMBL235846,Cc1ccc(C(=O)C2=C(O)C(=O)N(c3nccs3)C2c2ccc(F)cc2)cc1,4.11
385,CHEMBL250777,O=C(CSc1nnc(Cc2ccccc2)n1-c1cccc(Cl)c1)NNC(=O)c1ccccc1O,5.1
386,CHEMBL444646,O=C1Cc2ccc(Br)cc2C(=O)N1O,6.05
387,CHEMBL421353,O=C(O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1,6.27
388,CHEMBL507259,O=C(O)/C=C/c1ccc(O)c(O)c1CC(=O)O,5.96
389,CHEMBL237503,C=C(NNC(=O)C1CC1c1ccccc1)c1cccc(NC(=O)C2CCCCC2C(=O)O)c1,4.31
390,CHEMBL235417,COc1ccc(OC)c(C(=O)C2=C(O)C(=O)N(CCCCCC(=O)O)C2c2ccc(Cl)cc2)c1,4.4
391,CHEMBL459074,COc1ccc(C(=O)C2=NS(=O)(=O)c3cc(C)c(Cl)cc3S2)cc1,4.48
392,CHEMBL475661,COc1cc(/C=C/C(=O)Nc2cccc(C(=O)/C=C(\O)C(=O)O)c2)ccc1O,4.38
393,CHEMBL232227,O=C(Nc1csc2ccccc12)c1nc(-c2cccs2)nc(O)c1O,7.3
394,CHEMBL260096,CCOc1cc(/C=C2\C(=O)N(c3nnn[nH]3)N=C2C)ccc1OC,7.23
395,CHEMBL406596,Cc1ccc(C(=O)O)cc1NC(=O)CSc1nc2ccccc2s1,7.77
396,CHEMBL241183,CCCn1c(N/N=C/c2cc(Br)ccc2O)nc2c1c(=O)[nH]c(=O)n2C,4.1
397,CHEMBL518799,Cc1cc(S(=O)(=O)Nc2nc3ccsc3c(=O)n2Cc2ccccc2)c(S)cc1Cl,4.54
398,CHEMBL4130102,CC1(C)OCCn2c1nc(C(=O)NCc1ccc(F)cc1N1CCCCS1(=O)=O)c(O)c2=O,8.05
399,CHEMBL392359,CC(C)(C)c1ccc(C2C(C(=O)c3ccc(F)cc3)=C(O)C(=O)N2c2nncs2)cc1,4.37
400,CHEMBL239244,CCCOc1ccc(/C=N/NC2=NC(c3ccccc3O)CC(c3ccccc3)=N2)c(O)c1,4.22
401,CHEMBL239029,Cc1ccc(NCC(=O)N/N=C/c2cccc(OC(=O)c3ccc4c(c3)OCO4)c2)cc1,0.0
402,CHEMBL1761475,CCc1c(C(=O)c2ccccc2)n(COCCc2ccc(F)cc2)c(=O)n(O)c1=O,5.39
403,CHEMBL1088058,O=C(NCc1cc2ccccc2s1)c1nc(-c2cccs2)nc(O)c1O,8.0
404,CHEMBL399559,COc1ccc(-c2nnc(SCC(=O)NNC(=O)c3ccccc3O)n2-c2ccccc2)cc1OC,4.68
405,CHEMBL573623,O=C(O)/C(O)=C/C(=O)c1cccn1Cc1ccc(-c2ccccc2)cc1,5.12
406,CHEMBL513773,Cc1cc2c(cc1Cl)SC(C(=O)c1ccc(Br)cc1)=NS2(=O)=O,4.52
407,CHEMBL232226,O=C(Nc1cc2ccccc2s1)c1nc(-c2cccs2)nc(O)c1O,8.0
408,CHEMBL238633,O=C(/C=C/c1ccccc1OC(=O)c1cc2ccccc2oc1=O)c1ccccc1,4.04
409,CHEMBL226374,O=C(O)C(=O)CC(=O)c1ccc2c(c1)[nH]c(=O)c1ccccc12,4.19
410,CHEMBL49201,O=C(/C=C/c1cccn1Cc1ccccc1)CC(=O)C(=O)O,5.1
411,CHEMBL272419,O=C(O)C(O)C(O)c1nc2cc3ccccc3cc2[nH]1,7.34
412,CHEMBL404423,CC(C)(C)C1CCC(C2=NCCc3ccc([C@H]4CC4c4ccc5cc(C(=N)N)ccc5c4)cc32)CC1,5.47
413,CHEMBL386055,COc1cnc2c(O)c3c(c(OC)c2c1)CN(Cc1ccc(F)cc1)C3=O,7.05
414,CHEMBL564495,[N-]=[N+]=NCc1cccc(C(=O)/C=C(\O)C(=O)O)c1,6.48
415,CHEMBL214371,CN(C)S(=O)(=O)Oc1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C2,6.6
416,CHEMBL16326,O=C(O)C(=O)/C=C(\O)c1ccccc1,4.16
417,CHEMBL2316123,Cn1c(=O)c(C(=O)NC(C)(C)CO)c(O)c2ncc(Cc3ccc(F)cc3)cc21,8.22
